StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1,Q3.1,Q3.2,Q3.3,Q3.4,Q4.2,Q4.3,Q4.4,Q4.5_1,Q4.7,Q4.8,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q7.1_1,Q7.2_1,Q7.3_1,Q7.4,Q7.5,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q392_First Click,Q392_Last Click,Q392_Page Submit,Q392_Click Count,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q371_First Click,Q371_Last Click,Q371_Page Submit,Q371_Click Count,Q393_First Click,Q393_Last Click,Q393_Page Submit,Q393_Click Count,Q374_1,Q375_1,Q376_1,Q377_1,Q378_1,Q379_1,Q380_1,Q380_2,Q380_3,Q380_4,Q380_5,Q380_6,Q382_First Click,Q382_Last Click,Q382_Page Submit,Q382_Click Count,Q410_First Click,Q410_Last Click,Q410_Page Submit,Q410_Click Count,Q385_1,Q386_1,Q387_1,Q388_1,Q389_1,Q390_1,Q391_1,Q391_2,Q391_3,Q391_4,Q391_5,Q391_6,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q11,Q12,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q14#1_1,Q14#1_2,Q14#1_3,Q14#1_4,Q14#1_5,Q14#1_6,Q14#1_7,Q14#1_8,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,NPS.2,NPS.3,NPS.4,NPS.5_NPS_GROUP,NPS.5,NPS.6,PROLIFIC_PID
2025-07-18 00:50:17,2025-07-18 00:51:26,IP Address,66.31.207.101,100,69,True,2025-07-18 00:51:27,R_6vVfDcFoyt7gnmh,,,,,42.801,-71.3085,anonymous,EN,I agree and I want to participate,6672bf56d51710391ce2164d,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-18 00:51:47,2025-07-18 00:52:02,IP Address,66.31.207.101,100,14,True,2025-07-18 00:52:02,R_1N2LcuASZLaOoDH,,,,,42.801,-71.3085,anonymous,EN,I agree and I want to participate,6672bf56d51710391ce2164d,Desktop,Politics,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-18 00:52:08,2025-07-18 01:05:41,IP Address,66.31.207.101,100,813,True,2025-07-18 01:05:42,R_3PvPBsmt3KjiW4a,,,,,42.801,-71.3085,anonymous,EN,I agree and I want to participate,6672bf56d51710391ce2164d,Desktop,Other,English,45 to 64,Male,Bachelor's degree,United States,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",7,7,1,1,7,7,7,Multiple times a day,1,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,0,0,131.09,0,0,0,186.242,0,7,7,7,2,1,7,2,1,1,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,80.638,0,7,7,7,7,7,7,"Some things were correct, and some were new to me, but since I'm on top of the news, some seemed wrong. I would have to research if all statements in the article are true.",7,3,2,6,1,7,No,"Because it just stated facts, and didn't take a side.",1.253,38.795,40.392,10,No,No,No,No,No,Yes,No,No,1.253,38.795,40.392,10,"It's hard to say from 3 chats. I would need to speak about more topics to make a determination. In our chat, all it did was agree with me, and did not provide anything else.",No,"Nothing. It just agreed with me, and didn't add anything to the conversation.",Detractor,0,"I would be willing to test out this AI more, but three chats isn't enought to know, especially since it just agreed with what I said, and didn't add to the conversation.",
2025-07-18 01:10:53,2025-07-18 01:55:21,IP Address,216.120.189.139,100,2668,True,2025-07-18 01:55:22,R_8wnOarUQbgI7uVp,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,6741e32867002c96f036317b,Desktop,Other,English,25 to 44,Female,Master's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",5,5,1,5,6,6,6,Several times a week,7,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.569,74.505,650.463,4,62.184,62.184,973.83,1,7,6,3,4,3,4,4,6,4,4,5,7,0,0,200.136,0,7,6,4,4,6,4,these are trends and topic i don't regularly follow so i had no prior mindset reading it. i took everything as it came and updated my thoughts on the situation as i went about it.,1,3,3,5,4,6,,,41.19,75.718,77.425,8,Yes,Yes,Yes,No,Yes,No,No,No,41.189,75.717,77.424,8,nil,No,the way it was articulated,Detractor,4,nil,
2025-07-18 02:02:05,2025-07-18 02:32:10,IP Address,16.98.105.48,100,1805,True,2025-07-18 02:32:11,R_3i67jQqIE9sCckp,,,,,35.4149,-119.0399,anonymous,EN,I agree and I want to participate,5dc916d584b21f64f98d61dd,Desktop,Other,English,25 to 44,Male,"Some college/university, no degree",United States,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,5,3,1,6,6,4,Multiple times a day,7,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,19.643,23.977,517.907,2,527.162,527.162,531.683,1,5,4,6,4,4,2,1,4,3,4,4,4,,,,,,,,,,,,,,,,,,,,,0,0,244.64,0,5,4,4,3,2,4,I was taking it all in one sentence at a time but my feelings toward the situation did not change.,3,4,2,7,6,5,,,31.956,63.965,65.016,10,No,No,No,Yes,Yes,Yes,No,No,31.957,63.965,65.016,10,It worked well as it is.,No,The way it analyzed my responses and came back with an informative response that made sense,Detractor,5,Not at this time,
2025-07-18 02:43:51,2025-07-18 03:13:04,IP Address,14.102.8.225,100,1753,True,2025-07-18 03:13:05,R_8s64BaZ2a2pGzF8,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,6575c7da000442e5a54f5e24,Desktop,Other,English,25 to 44,Male,"Some college/university, no degree",United Kingdom,"Clerical Support Workers – office and admin tasks (e.g. receptionist, data entry clerk, office assistant)","Yes, I will",2,3,5,6,2,3,2,Several times a week,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,0,0,123.839,0,0,0,796.003,0,6,3,7,6,6,7,1,4,6,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,60.647,0,5,2,5,6,4,6,"I went in with a specific reasoning, that I did not believe the article, so as I was reading it as I was taking in the information it was providing and really thinking about the article. So my thoughts were a lot more deliberate, as the information I was taking in was trying to change my already made opinion. ",4,3,7,3,1,5,Yes,"The article is quite heavily supporting Russia, and talking bad about Zelensky. ",2.238,80.479,81.601,18,No,Yes,No,Yes,Yes,Yes,Yes,No,2.238,80.479,81.601,18,"Make it slightly more quicker at responding and picking up what was being said. ",Yes,I really enjoyed the tool it made me think about what the article was saying and take out unique parts that I wouldn't have noticed otherwise. It was really helpful in that sense.,Promoter,9,"Really enjoyed using it, and really helped me pick up on forms of propoganda. ",
2025-07-13 19:02:51,2025-07-13 19:04:43,IP Address,78.147.68.59,56,111,False,2025-07-20 19:04:49,R_2gUYALVWZR2NrRs,,,,,53.5477,-2.1259,anonymous,EN,I agree and I want to participate,66644f7feb0727f0260cb37e,Desktop,Other,English,25 to 44,Female,Bachelor's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",6,6,2,2,6,5,3,Once a day,9,online news websites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-13 19:30:16,2025-07-13 19:35:20,IP Address,82.3.226.166,16,303,False,2025-07-20 19:35:29,R_811GbNevoDVeZV4,,,,,51.7951,-0.1867,anonymous,EN,I agree and I want to participate,62db2644ab0a3a353c0dcb54,Desktop,Other,English,25 to 44,Male,"Some college/university, no degree",United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-13 22:04:25,2025-07-13 22:07:29,IP Address,86.131.152.141,18,183,False,2025-07-20 22:07:37,R_2gwJMtNeikdyM3P,,,,,51.7558,-4.1127,anonymous,EN,I agree and I want to participate,6658b838fa019e8f175c7bf4,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",1,5,2,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-13 22:23:03,2025-07-13 22:33:18,IP Address,213.137.81.202,59,614,False,2025-07-20 22:33:19,R_2rVAGY8RF1uEvNl,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,672f51ea346fba23ddd5a793,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",5,7,7,4,7,6,3,Multiple times a day,11,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",,,,,,,,,,,,,,,,,,,,,,88.069,110.143,110.99,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-13 22:15:34,2025-07-14 12:53:29,IP Address,194.152.132.107,59,52674,False,2025-07-21 12:53:31,R_8200kLPJkCgYRsa,,,,,51.4964,-0.1224,anonymous,EN,I agree and I want to participate,672628f1dd186b536530f278,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",5,6,1,1,6,5,4,Several times a week,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,13.866,893.84,934.277,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-13 17:20:57,2025-07-14 15:09:39,IP Address,89.206.81.144,1,78522,False,2025-07-21 15:09:45,R_8IaaBUxCn4M55Lh,,,,,47.4021,8.5752,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16 08:58:47,2025-07-16 09:02:46,IP Address,101.161.79.239,56,238,False,2025-07-23 09:02:47,R_4HCPhEUxh0Oz9Yt,,,,,-37.8846,145.1373,anonymous,EN,I agree and I want to participate,665a4f0c9916896b870094e4,Desktop,Other,English,18 to 24,Female,Bachelor's degree,Austria,"Clerical Support Workers – office and admin tasks (e.g. receptionist, data entry clerk, office assistant)","Yes, I will",2,2,6,6,3,4,3,Rarely,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16 09:04:13,2025-07-16 09:15:10,IP Address,84.70.228.75,59,656,False,2025-07-23 09:15:10,R_8eT18dx8AFKYDtf,,,,,53.4798,-2.3307,anonymous,EN,I agree and I want to participate,5baa21188a01680001ff1a6f,Desktop,Other,English,45 to 64,Female,"Some college/university, no degree",United Kingdom,"Skilled Agricultural, Forestry & Fishery Workers – farmers, foresters, fishery workers","Yes, I will",6,6,2,2,4,5,2,Multiple times a day,8,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,15.741,149.211,154.804,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16 09:15:19,2025-07-16 09:20:28,IP Address,84.70.228.75,59,308,False,2025-07-23 09:20:29,R_2HXr7TkHwDBh37T,,,,,53.4798,-2.3307,anonymous,EN,I agree and I want to participate,5baa21188a01680001ff1a6f,Desktop,Other,English,45 to 64,Female,"Some college/university, no degree",United Kingdom,"Skilled Agricultural, Forestry & Fishery Workers – farmers, foresters, fishery workers","Yes, I will",6,6,2,2,5,6,2,Multiple times a day,,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,5.024,86.111,87.114,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16 09:35:34,2025-07-16 09:38:10,IP Address,216.120.189.51,56,156,False,2025-07-23 09:38:19,R_23qCQ2n3BOOQi3F,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,678969200a76abe09fd2a75c,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Clerical Support Workers – office and admin tasks (e.g. receptionist, data entry clerk, office assistant)","Yes, I will",6,6,2,5,6,5,2,Several times a week,9,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-16 09:56:22,2025-07-16 09:59:15,IP Address,145.224.66.36,18,173,False,2025-07-23 09:59:17,R_2Mu3wBb1kZUsUWP,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,67d443ba0bb671a8f2a938a7,Desktop,Other,English,25 to 44,Female,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",7,7,6,7,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27 10:09:57,2025-07-27 10:10:52,IP Address,71.202.31.222,100,54,True,2025-07-27 10:10:52,R_1VFmagjcaMn6T85,,,,,37.9545,-121.9759,anonymous,EN,I agree and I want to participate,66a7e128f37f34ca658be38b,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27 10:10:05,2025-07-27 10:11:49,IP Address,86.186.21.175,100,104,True,2025-07-27 10:11:49,R_2Rye3GCNQehcTxj,,,,,53.2339,-2.549,anonymous,EN,I agree and I want to participate,60c114f1542c86cb1e3e7c86,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27 10:11:30,2025-07-27 10:57:23,IP Address,109.158.28.251,100,2753,True,2025-07-27 10:57:23,R_8oRxWgkwT5Ugnoh,,,,,51.6258,-0.7478,anonymous,EN,I agree and I want to participate,5e36be214de4516479b48f31,Desktop,Other,English,18 to 24,Male,Bachelor's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",5,6,3,2,5,5,3,Multiple times a day,8,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.814,830.95,831.878,24,3.488,1131.478,1138.534,5,5,6,7,6,6,6,4,4,6,5,5,5,24.863,74.694,75.934,13,3,4,5,3,5,6,"i already know news articles are incredibly biased towards ukraine, i am bored of it. obviously russia are in the wrong but i am fed up of being told about it",6,4,6,6,5,5,Yes,"all news articles are inherently biased, and this  article was specifically at the bit calling zelinky a dictator... lol. also this is a RT article? why bother reading it unless you have your ushanka on",1.093,153.005,153.611,22,Yes,No,Yes,Yes,Yes,Yes,Yes,No,1.094,153.005,153.729,22,nope all went well,No,the tool didnt really provide any we just spoke about the articles,Detractor,3,"""tool"" is a stretch, we just spoke about the articles. it didnt give me anything",
2025-07-27 10:59:43,2025-07-27 11:00:42,IP Address,91.200.252.35,100,58,True,2025-07-27 11:00:42,R_8i2vlcQp0OVgLeu,,,,,53.4809,-2.2374,anonymous,EN,I agree and I want to participate,6722a9a444173284f27c436f,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27 10:12:09,2025-07-27 11:02:37,IP Address,86.186.21.175,100,3028,True,2025-07-27 11:02:38,R_2awAv6ertaJU7O0,,,,,53.2339,-2.549,anonymous,EN,I agree and I want to participate,60c114f1542c86cb1e3e7c86,Desktop,Other,English,25 to 44,Female,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",2,2,5,5,3,3,2,Several times a week,8,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,387.145,0,0,0,1920.621,0,7,6,5,5,3,5,2,3,7,5,4,6,0,0,91.066,0,6,6,5,3,5,5,"I felt I was forming deliberate thoughts because I was forming spontaneous impressions and then re-reading sections to assess what had made me feel that way, and whether I could justify my judgment. That makes it more deliberate thinking.",2,2,7,2,2,6,Yes,Because I don't think Zelensky is deliberately prolonging a war just to avoid calling an election. He has shown better morality than this during the war.,2.203,120.591,122.024,10,Yes,No,No,Yes,Yes,Yes,Yes,No,2.203,120.592,122.024,10,"The AI tool did repeat itself several times. It also didn't encourage me to think critically about the material itself, just to imagine the impact of what the article described.",No,It helped me to summarise my thoughts.,Detractor,1,,
2025-07-27 11:01:02,2025-07-27 11:49:56,IP Address,91.200.252.35,100,2933,True,2025-07-27 11:49:56,R_8GUZfU1hlI5Xl6D,,,,,53.4809,-2.2374,anonymous,EN,I agree and I want to participate,6722a9a444173284f27c436f,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",5,5,4,6,6,5,4,Once a week,7,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,0,0,314.202,0,0,0,1389.431,0,6,6,6,6,6,6,2,4,4,5,4,5,,,,,,,,,,,,,,,,,,,,,0,0,86.737,0,7,5,2,5,5,6,"I’d say my thoughts felt more deliberate while reading the article. The content was clearly designed to present a strong, one-sided narrative especially with accusations like Zelensky “playing games” or avoiding elections to stay in power",3,4,6,4,3,4,Yes,"Yes, I think the article is propagandistic.

It mostly pushes the Russian side of the story without showing Ukraine’s point of view. The language feels very biased saying Zelensky is “playing games” or “fearing elections” makes it sound like an attack, not balanced reporting. There’s no real effort to show both sides or explain why Ukraine might not attend the talks, which makes it feel more like persuasion than neutral news.",10.663,150.328,153.627,13,Yes,No,Yes,Yes,Yes,Yes,Yes,No,10.665,150.329,153.627,13,its all good,Yes,The most helpful part of the AI tool was how it guided the conversation by pointing out key themes and asking focused questions.,Promoter,9,,
2025-07-27 11:51:11,2025-07-27 11:52:15,IP Address,82.30.90.220,100,64,True,2025-07-27 11:52:16,R_2QfcXehGxpqi1xa,,,,,52.9538,-1.1571,anonymous,EN,I agree and I want to participate,67448b834d264c04298f4f34,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27 12:46:38,2025-07-27 12:49:54,IP Address,138.199.31.133,100,195,True,2025-07-27 12:49:54,R_2bPHYtba0MGTV9o,,,,,51.5064,-0.02,anonymous,EN,I agree and I want to participate,664413a1fae91cf971a208f7,Mobile,Other,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27 13:20:35,2025-07-27 13:50:41,IP Address,41.122.153.251,100,1806,True,2025-07-27 13:50:42,R_2QHGArH6YIzvRJv,,,,,-26.2309,28.0583,anonymous,EN,I agree and I want to participate,6766b0cd1232a844949fcc50,Desktop,Other,English,45 to 64,Female,Doctorate degree,South Africa,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",7,7,1,1,7,7,7,Several times a week,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,62.774,62.774,179.776,1,0,0,468.257,0,3,5,6,2,6,6,7,7,1,7,7,7,,,,,,,,,,,,,,,,,,,,,0,0,259.32,0,2,6,2,6,5,5,i think the article is true about the Ukraine present he is not willing for peace,6,6,1,7,7,7,No,it think this news is true,8.967,112.972,114.648,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8.966,112.972,114.647,13,"it think it good ",Yes,it help me to understand politic more,Promoter,9,,
2025-07-27 14:07:13,2025-07-27 14:45:05,IP Address,194.81.106.246,100,2271,True,2025-07-27 14:45:05,R_8ffyJWMyg5NtBmx,,,,,52.1972,-0.8873,anonymous,EN,I agree and I want to participate,66f9d051fb016969f5078ea9,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",6,5,2,3,6,6,3,Once a day,9,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.956,363.644,392.127,2,0,0,1287.613,0,3,4,6,3,4,3,5,4,7,5,4,5,119.676,119.676,121.465,1,5,2,3,3,4,5,"They felt more deliberate because this was a more personal contention between world leaders who should be on the same side going at odds. I wanted to absorb as much detail as possible without being influenced and to be able to form a valid opinion from this. ",6,5,4,5,3,4,No,"I think it's a bit strong in language but i don't think that immediately equates to propaganda, which is a much more intentional attempt to shift or boost opinion.",17.088,121.966,122.997,9,Yes,No,No,Yes,No,No,Yes,No,17.088,121.967,122.997,9,n/a,Yes,"I found it's ability to critique the article in context intriguing ",Passive,8,,
2025-07-27 14:46:33,2025-07-27 15:21:01,IP Address,216.120.189.168,100,2068,True,2025-07-27 15:21:02,R_2MLMNhquieYwkw6,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,66a7af39796ea115d89dca18,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",6,7,2,1,7,6,5,Multiple times a day,9,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,41.022,306.476,307.632,3,332.013,676.403,690.158,2,6,7,7,6,6,7,3,4,6,5,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.289,115.942,117.659,4,7,6,6,6,6,7,The article addresses the possibility of the Ukrainian Government not wanting to end. This is new as Russia have been the aggressors throughout. It then goes ahead to provide perceived evidence to back up this claim.,5,2,6,4,3,7,Yes,I think it is Propaganda by the Russian government as it tries to put blame for a war started by Russia on the Ukrainian government and Zelensky in particular.,13.939,176.2,177.663,12,Yes,No,Yes,Yes,Yes,Yes,Yes,No,13.939,176.304,177.663,12,"The Bot was excellent, driving the conversation well. i will not suggest any improvements.",Yes,It helped me take note of instances of propaganda in the article.,Promoter,10,None,
2025-07-27 15:22:42,2025-07-27 15:25:43,IP Address,217.77.28.240,100,181,True,2025-07-27 15:25:44,R_8eR0Wx6U4Lnotqv,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,673a1dcffde7de9c08f6d2e6,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-27 15:25:57,2025-07-27 16:29:37,IP Address,217.77.28.240,100,3820,True,2025-07-27 16:29:38,R_2uRuoPKEt9N3VYd,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,673a1dcffde7de9c08f6d2e6,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",6,6,2,2,7,6,6,Several times a week,8,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.816,240.491,253.808,19,0,0,2774.742,0,2,3,3,6,6,5,2,5,3,6,4,6,21.726,33.795,47.742,6,4,6,6,6,7,5,"The article presented serious political claims and accusations regarding the president, which required careful consideration.",2,1,6,2,1,2,Yes,It contains propagandistic element,11.697,181.728,182.272,26,Yes,No,Yes,Yes,Yes,No,Yes,No,11.696,181.727,182.271,26,Make it more interactive,Yes,it will with critical thinking,Passive,8,no,
2025-07-27 16:40:20,2025-07-27 16:44:01,IP Address,197.185.147.5,100,220,True,2025-07-27 16:44:02,R_8PwgkpRKBcYj0zL,,,,,-25.757,28.1443,anonymous,EN,I agree and I want to participate,60b6245e249c0b94ab54dd2e,Desktop,Communication and/or Media,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
