StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1,prolific_id,devices,education,first_language,age,gender,education_level,country_of_residence,occupation,Q4.8,need_for_cognition_complex_problems,need_for_cognition_thinking_responsibility,need_for_cognition_thinking_not_fun,need_for_cognition_avoid_challenge,need_for_cognition_enjoy_problem_solving,need_for_cognition_prefer_intellectual_difficult,political_leaning,news_reading_frequency,news_media_trust,news_sources,thinkingmode_quickskim_slowcarefulread,thinkingmode_absorbingseveral_focusingone,thinkingmode_spontaneous_deliberate,thinkingmode_easy_automatic_significanteffort,thinkingmode_connections_rules,thinkingmode_initialimpressions_regularlyupdating,newseval_knowledgebefore,newseval_accuracy,newseval_bias,newseval_informative,newseval_believable_trust,newseval_clear_wellwritten,thinkingmode_mean,newseval_mean,post_intervention_thinkingmode_mean,post_intervention_newseval_mean,post_intervention_thinkingmode_quickskim_slowcarefulread,post_intervention_thinkingmode_absorbingseveral_focusingone,post_intervention_thinkingmode_spontaneous_deliberate,post_intervention_thinkingmode_easy_automatic_significanteffort,post_intervention_thinkingmode_connections_rules,post_intervention_why_you_felt_like_this,post_intervention_newseval_knowledgebefore,post_intervention_newseval_accuracy,post_intervention_newseval_bias,post_intervention_newseval_informative,post_intervention_newseval_believable_trust,post_intervention_newseval_clear_wellwritten,is_propaganda_general,why_propaganda,is_propaganda_1,is_propaganda_2,is_propaganda_3,is_propaganda_4,is_propaganda_5,is_propaganda_6,is_propaganda_7,is_propaganda_8,tool_improvement_suggestions,tool_awareness_propaganda,tool_most_helpful,NPS.5_NPS_GROUP,nps_score,tool_other_feedback,Q7.5,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q392_First Click,Q392_Last Click,Q392_Page Submit,Q392_Click Count,Q371_First Click,Q371_Last Click,Q371_Page Submit,Q371_Click Count,Q393_First Click,Q393_Last Click,Q393_Page Submit,Q393_Click Count,Q382_First Click,Q382_Last Click,Q382_Page Submit,Q382_Click Count,Q410_First Click,Q410_Last Click,Q410_Page Submit,Q410_Click Count,Q2_First Click.1,Q2_Last Click.1,Q2_Page Submit.1,Q2_Click Count.1,Q3_1.1,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,PROLIFIC_PID
16.07.25 13:05,16.07.25 13:23,IP Address,92.233.6.66,100,1099,TRUE,16.07.25 13:23,R_8sgHQvoJcukHS5H,,,,,53.5464,-1.4307,anonymous,EN,I agree and I want to participate,6036b9e48b527c4fd8be19a8,Desktop,Other,English,18 to 24,Male,"Some college/university, no degree",United Kingdom,"Elementary Occupations – routine manual or simple tasks (e.g. cleaner, porter, shelf stacker)","Yes, I will",3,3,5,4,4,3,4,Once a week,8,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",3,2,2,5,4,3,1,2,6,3,1,4,3.1666666666666665,2.8333333333333335,3.8,4.166666666666667,4,3,3,3,6,I read the article and gathered my thoughts soley based on the facts presented. I have little interest in this topic or politics in general so I dont really care to think very much about it.,2,4,5,4,4,6,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,No,,Detractor,0,,,0,0,206.646,0,0,0,374.633,0,,,,,,,,,,,,,,,,,0,0,83.034,0,3,17.595,57.847,58.626,8,17.595,57.847,58.626,8,
16.07.25 13:17,16.07.25 13:53,IP Address,193.29.106.22,100,2177,TRUE,16.07.25 13:53,R_8vZzlw1ltN8Jj5a,,,,,52.5196,13.4069,anonymous,EN,I agree and I want to participate,6516d39e9eea4ed892cbb5b7,Desktop,Other,English,25 to 44,Non-binary,Master's degree,Germany,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,7,2,4,7,7,2,Once a day,10,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",6,4,4,3,4,3,6,2,7,3,1,6,4,4.166666666666667,3.8,3.3333333333333335,4,4,4,3,4,"I'm not sure how spontaneous / deliberate it was, but there were a lot of formulations / spin techniques I recognized while reading. It felt quite a bit like propaganda, and it was weird that they misspelled the Ukranian president's name. I've seen similar statements / claims from Russian officials in the past in news stories, and I don't find their statements that they just want peace & that Ukraine is precluding that to be believable based on Russia's actions. The claim that Zelenskyy is just trying to hold onto power is a bit absurd, because there's no feasible way for there to be an election, as Russia's invasion, bombings, etc. have made whole areas uninhabitable & driven millions out of the country, forcing them to seek asylum elsewhere",6,1,7,2,1,3,Yes,"I already said in the previous section, but the framing of the issue from the Russian perspective, not citing or quoting any alternative viewpoint. There's only mention of Russia's 'vision of peace', and claims that Zelenskyy is a 'dictator', when Putin is actually a dictator. The typos also make it seem unserious. The headline alone already reveals the biased perspective. RT is also full of propaganda",No,Yes,Yes,Yes,Yes,Yes,Yes,No,"the bot thing repeated itself a lot and didn't really provide any information / context, or challenge any of the ideas presented. I'm not sure if that was a bug or intentional. It would be better if it asked more questions that encouraged critical thinking / critical assessment of the articles. The first transcription also didn't work, and there was no option I saw to see what was transcribed before the bot tried responding, or re-record if one made a mistake.",No,"it didn't provide any information on propaganda techniques. it just presented the main arguments of the article repeatedly and asked me what I thought, so I didn't find it helpful.",Detractor,0,"I think I included them all on the last page, but seeing what is transcribed before the bot tries to answer would be useful and/or allowing re-recording / deletion / etc of recordings or transcripts would be good (the first transcript part for me just recorded 'you' for some reason, though that's not what I said. It felt like the bot wasn't working properly in general",,,,,,,,,,0,0,220.975,0,0,0,336.633,0,,,,,,,,,0,0,84.4,0,5,1.068,314.147,341.553,19,1.067,314.146,341.552,19,
17.07.25 18:26,17.07.25 19:09,IP Address,31.94.64.166,100,2578,TRUE,17.07.25 19:09,R_2oGz80UtiYCNAKD,,,,,51.5538,-0.3102,anonymous,EN,I agree and I want to participate,6714f1865fa16b2f979f1d94,Desktop,Other,English,25 to 44,Female,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",6,7,1,3,6,6,5,Several times a week,9,online news websites,5,4,5,4,5,6,1,5,6,7,7,6,4.833333333333333,5.333333333333333,4.2,5.166666666666667,6,4,2,5,4,"Before now, the Ukraine and Russia conflict is a known news to everyone. So I have prior knowledge of the crisis. ",6,5,3,7,5,5,Yes,It propels and promotes various views,Yes,No,Yes,Yes,Yes,No,Yes,No,NONE,Yes,Level of Interaction,Promoter,9,NONE,,22.056,22.056,566.345,1,574.142,574.142,639.035,1,,,,,,,,,,,,,,,,,42.187,42.187,151.663,1,6,10.502,106.665,108.792,10,10.502,106.665,108.792,10,
17.07.25 19:11,17.07.25 19:37,IP Address,80.189.242.227,100,1588,TRUE,17.07.25 19:37,R_2a5lSvtNmuO42KB,,,,,51.0668,-1.3397,anonymous,EN,I agree and I want to participate,5f48068ea08b2128ce23a268,Desktop,Other,English,18 to 24,Male,"Some college/university, no degree",United Kingdom,"Service & Sales Workers – customer-facing roles (e.g. retail salesperson, waiter/waitress, hairdresser)","Yes, I will",5,5,1,2,6,6,2,Several times a week,7,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",6,2,6,6,6,2,6,2,7,2,2,6,4.666666666666667,4.166666666666667,5.2,4.166666666666667,2,6,6,6,6,"I was comfortably and deliberately reading everything out, utilising my prior knowledge of this event.",6,2,7,3,1,6,Yes,"It is clearly told from a biased Russian perspective. Putin has gone uncontested as a dictatorial authoritarian leader for years. He also started this war in Ukraine, Zelensky did not start the war to embezzle funds or western aid. He also would not be stepping down as he has effectively lead against Russia in the war. This is simply Russian deflection.",Yes,No,Yes,Yes,Yes,Yes,Yes,No,,Yes,It provoked me to think more.,Detractor,2,,,,,,,,,,,0,0,457.649,0,491.142,491.142,491.302,1,,,,,,,,,0,0,142.747,0,7,1.004,166.868,168.334,28,1.004,166.869,168.334,28,
17.07.25 19:47,17.07.25 21:26,IP Address,82.19.125.41,100,5954,TRUE,17.07.25 21:26,R_20d0tvk2o6IvCAV,,,,,50.9363,-1.4329,anonymous,EN,I agree and I want to participate,5cf0ccf488abf10019fb775d,Desktop,Other,English,18 to 24,Female,High school diploma or equivalent,United Kingdom,"Service & Sales Workers – customer-facing roles (e.g. retail salesperson, waiter/waitress, hairdresser)","Yes, I will",4,5,4,3,5,3,2,Once a day,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",5,3,7,4,3,2,3,5,5,6,5,2,4,4.333333333333333,3.8,4.666666666666667,5,5,5,2,2,"I think I was just taking in the article, pausing at each sentence and formed thoughts based on what I read. it didn't feel forced or unnatural. I think due to being a political person in general, thoughts like that come naturally to me",2,5,4,6,5,6,,,Yes,No,Yes,Yes,Yes,No,Yes,No,Maybe slightly more challenging I felt like it agreed with me a lot instead of challenging my ideas,No,I like how it elaborated on my points and asked me complex questions,Detractor,6,,,,,,,,,,,,,,,,,,,0,0,384.953,0,0,0,2164.027,0,0,0,36.899,0,2,32.141,69.74,70.731,9,32.142,69.74,70.731,9,
17.07.25 22:17,17.07.25 23:20,IP Address,216.120.189.147,100,3804,TRUE,17.07.25 23:20,R_825WKgbnutJ2o0h,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,67839886a09ff9fef57d6ba9,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",4,5,5,3,4,4,4,Several times a week,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",6,5,7,6,2,4,1,5,4,6,6,5,5,4.5,3.4,5.833333333333333,7,2,1,1,6,"While reading the article, my thoughts felt deliberate because I felt Zelenskyy carefully planned his way, he has full knowledge of his action and even refusing to attend meeting to resolve the situation and at same time turning down help from Trump and others, he is surely delibrate and intentional about everything he is doing",6,7,2,7,6,7,No,"I do not think this news article is propagandistic, I have come across similar news with almost same content on legit news website and channels although I did not settle to give it a good reading and just skim through the website but it happened",No,No,No,No,Yes,No,Yes,No,"None so far, everything went well and I enjoyed it",Yes,The audio aspect and it simplicity,Passive,8,None for now,,23.025,653.715,659.957,11,197.218,1290.639,1291.3,12,,,,,,,,,,,,,,,,,67.852,147.094,175.235,2,7,17.448,397.028,397.608,24,17.448,397.028,397.61,24,
17.07.25 23:34,18.07.25 00:10,IP Address,104.36.173.207,100,2152,TRUE,18.07.25 00:10,R_1b10xqNbNE6JsNB,,,,,44.6643,-63.6002,anonymous,EN,I agree and I want to participate,649ed52c6deb05c245aa42db,Desktop,Other,English,25 to 44,Male,Bachelor's degree,Canada,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,6,2,2,7,6,6,Multiple times a day,8,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",6,6,5,4,2,5,4,5,6,5,5,6,4.666666666666667,5.166666666666667,3.2,5.333333333333333,2,2,2,4,6,"I feel like as someone who has followed this conflict I have heard both sides perspectives, and reading this article simply confirmed what I had already thought in terms of the Russian perspective. This doesn't mean it is an endorsement but I have already read similar articles before.",7,5,7,4,3,6,Yes,I think this is propaganda because it is coming from a Russian diplomat and is clearly intended on discrediting the Ukrainian government.,Yes,No,Yes,Yes,Yes,Yes,Yes,No,"This was are really interesting experience, I would love to debate with AI more. My only complaint is that it is somewhat slow to respond.",Yes,I found that it was useful to see each individual line and or statement broken down in a way that was easy to read and make a determination about.,Promoter,9,This was an engaging and informative study.,,,,,,,,,,,,,,,,,,135.205,135.205,321.221,1,0,0,1088.051,0,0,0,84.911,0,6,1.198,102.367,103.475,10,1.198,102.367,103.475,10,
18.07.25 00:52,18.07.25 01:05,IP Address,66.31.207.101,100,813,TRUE,18.07.25 01:05,R_3PvPBsmt3KjiW4a,,,,,42.801,-71.3085,anonymous,EN,I agree and I want to participate,6672bf56d51710391ce2164d,Desktop,Other,English,45 to 64,Male,Bachelor's degree,United States,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",7,7,1,1,7,7,7,Multiple times a day,1,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",7,7,7,2,1,7,2,1,1,7,1,1,5.166666666666667,2.1666666666666665,7,4.333333333333333,7,7,7,7,7,"Some things were correct, and some were new to me, but since I'm on top of the news, some seemed wrong. I would have to research if all statements in the article are true.",7,3,2,6,1,7,No,"Because it just stated facts, and didn't take a side.",No,No,No,No,No,Yes,No,No,"It's hard to say from 3 chats. I would need to speak about more topics to make a determination. In our chat, all it did was agree with me, and did not provide anything else.",No,"Nothing. It just agreed with me, and didn't add anything to the conversation.",Detractor,0,"I would be willing to test out this AI more, but three chats isn't enought to know, especially since it just agreed with what I said, and didn't add to the conversation.",,0,0,131.09,0,0,0,186.242,0,,,,,,,,,,,,,,,,,0,0,80.638,0,7,1.253,38.795,40.392,10,1.253,38.795,40.392,10,
18.07.25 01:10,18.07.25 01:55,IP Address,216.120.189.139,100,2668,TRUE,18.07.25 01:55,R_8wnOarUQbgI7uVp,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,6741e32867002c96f036317b,Desktop,Other,English,25 to 44,Female,Master's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",5,5,1,5,6,6,6,Several times a week,7,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",7,6,3,4,3,4,4,6,4,4,5,7,4.5,5,4.8,3.6666666666666665,6,4,4,6,4,these are trends and topic i don't regularly follow so i had no prior mindset reading it. i took everything as it came and updated my thoughts on the situation as i went about it.,1,3,3,5,4,6,,,Yes,Yes,Yes,No,Yes,No,No,No,nil,No,the way it was articulated,Detractor,4,nil,,,,,,,,,,,,,,,,,,30.569,74.505,650.463,4,62.184,62.184,973.83,1,0,0,200.136,0,7,41.19,75.718,77.425,8,41.189,75.717,77.424,8,
18.07.25 02:02,18.07.25 02:32,IP Address,16.98.105.48,100,1805,TRUE,18.07.25 02:32,R_3i67jQqIE9sCckp,,,,,35.4149,-119.0399,anonymous,EN,I agree and I want to participate,5dc916d584b21f64f98d61dd,Desktop,Other,English,25 to 44,Male,"Some college/university, no degree",United States,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,5,3,1,6,6,4,Multiple times a day,7,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",5,4,6,4,4,2,1,4,3,4,4,4,4.166666666666667,3.3333333333333335,3.4,4.5,4,4,3,2,4,I was taking it all in one sentence at a time but my feelings toward the situation did not change.,3,4,2,7,6,5,,,No,No,No,Yes,Yes,Yes,No,No,It worked well as it is.,No,The way it analyzed my responses and came back with an informative response that made sense,Detractor,5,Not at this time,,,,,,,,,,19.643,23.977,517.907,2,527.162,527.162,531.683,1,,,,,,,,,0,0,244.64,0,5,31.956,63.965,65.016,10,31.957,63.965,65.016,10,
18.07.25 02:43,18.07.25 03:13,IP Address,14.102.8.225,100,1753,TRUE,18.07.25 03:13,R_8s64BaZ2a2pGzF8,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,6575c7da000442e5a54f5e24,Desktop,Other,English,25 to 44,Male,"Some college/university, no degree",United Kingdom,"Clerical Support Workers – office and admin tasks (e.g. receptionist, data entry clerk, office assistant)","Yes, I will",2,3,5,6,2,3,2,Several times a week,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",6,3,7,6,6,7,1,4,6,5,5,4,5.833333333333333,4.166666666666667,4.6,3.8333333333333335,2,5,6,4,6,"I went in with a specific reasoning, that I did not believe the article, so as I was reading it as I was taking in the information it was providing and really thinking about the article. So my thoughts were a lot more deliberate, as the information I was taking in was trying to change my already made opinion. ",4,3,7,3,1,5,Yes,"The article is quite heavily supporting Russia, and talking bad about Zelensky. ",No,Yes,No,Yes,Yes,Yes,Yes,No,Make it slightly more quicker at responding and picking up what was being said. ,Yes,I really enjoyed the tool it made me think about what the article was saying and take out unique parts that I wouldn't have noticed otherwise. It was really helpful in that sense.,Promoter,9,"Really enjoyed using it, and really helped me pick up on forms of propoganda. ",,0,0,123.839,0,0,0,796.003,0,,,,,,,,,,,,,,,,,0,0,60.647,0,5,2.238,80.479,81.601,18,2.238,80.479,81.601,18,
27.07.25 10:11,27.07.25 10:57,IP Address,109.158.28.251,100,2753,TRUE,27.07.25 10:57,R_8oRxWgkwT5Ugnoh,,,,,51.6258,-0.7478,anonymous,EN,I agree and I want to participate,5e36be214de4516479b48f31,Desktop,Other,English,18 to 24,Male,Bachelor's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",5,6,3,2,5,5,3,Multiple times a day,8,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",5,6,7,6,6,6,4,4,6,5,5,5,6,4.833333333333333,4.6,5.333333333333333,4,5,3,5,6,"i already know news articles are incredibly biased towards ukraine, i am bored of it. obviously russia are in the wrong but i am fed up of being told about it",6,4,6,6,5,5,Yes,"all news articles are inherently biased, and this  article was specifically at the bit calling zelinky a dictator... lol. also this is a RT article? why bother reading it unless you have your ushanka on",Yes,No,Yes,Yes,Yes,Yes,Yes,No,nope all went well,No,the tool didnt really provide any we just spoke about the articles,Detractor,3,"""tool"" is a stretch, we just spoke about the articles. it didnt give me anything",,,,,,,,,,,,,,,,,,31.814,830.95,831.878,24,3.488,1131.478,1138.534,5,24.863,74.694,75.934,13,3,1.093,153.005,153.611,22,1.094,153.005,153.729,22,
27.07.25 10:12,27.07.25 11:02,IP Address,86.186.21.175,100,3028,TRUE,27.07.25 11:02,R_2awAv6ertaJU7O0,,,,,53.2339,-2.549,anonymous,EN,I agree and I want to participate,60c114f1542c86cb1e3e7c86,Desktop,Other,English,25 to 44,Female,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",2,2,5,5,3,3,2,Several times a week,8,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram)",7,6,5,5,3,5,2,3,7,5,4,6,5.166666666666667,4.5,4.8,3.5,6,5,3,5,5,"I felt I was forming deliberate thoughts because I was forming spontaneous impressions and then re-reading sections to assess what had made me feel that way, and whether I could justify my judgment. That makes it more deliberate thinking.",2,2,7,2,2,6,Yes,Because I don't think Zelensky is deliberately prolonging a war just to avoid calling an election. He has shown better morality than this during the war.,Yes,No,No,Yes,Yes,Yes,Yes,No,"The AI tool did repeat itself several times. It also didn't encourage me to think critically about the material itself, just to imagine the impact of what the article described.",No,It helped me to summarise my thoughts.,Detractor,1,,,,,,,,,,,,,,,,,,,0,0,387.145,0,0,0,1920.621,0,0,0,91.066,0,6,2.203,120.591,122.024,10,2.203,120.592,122.024,10,
27.07.25 11:01,27.07.25 11:49,IP Address,91.200.252.35,100,2933,TRUE,27.07.25 11:49,R_8GUZfU1hlI5Xl6D,,,,,53.4809,-2.2374,anonymous,EN,I agree and I want to participate,6722a9a444173284f27c436f,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",5,5,4,6,6,5,4,Once a week,7,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",6,6,6,6,6,6,2,4,4,5,4,5,6,4,4.6,4,5,2,5,5,6,"I’d say my thoughts felt more deliberate while reading the article. The content was clearly designed to present a strong, one-sided narrative especially with accusations like Zelensky “playing games” or avoiding elections to stay in power",3,4,6,4,3,4,Yes,"Yes, I think the article is propagandistic.

It mostly pushes the Russian side of the story without showing Ukraine’s point of view. The language feels very biased saying Zelensky is “playing games” or “fearing elections” makes it sound like an attack, not balanced reporting. There’s no real effort to show both sides or explain why Ukraine might not attend the talks, which makes it feel more like persuasion than neutral news.",Yes,No,Yes,Yes,Yes,Yes,Yes,No,its all good,Yes,The most helpful part of the AI tool was how it guided the conversation by pointing out key themes and asking focused questions.,Promoter,9,,,,,,,,,,,0,0,314.202,0,0,0,1389.431,0,,,,,,,,,0,0,86.737,0,7,10.663,150.328,153.627,13,10.665,150.329,153.627,13,
27.07.25 14:07,27.07.25 14:45,IP Address,194.81.106.246,100,2271,TRUE,27.07.25 14:45,R_8ffyJWMyg5NtBmx,,,,,52.1972,-0.8873,anonymous,EN,I agree and I want to participate,66f9d051fb016969f5078ea9,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",6,5,2,3,6,6,3,Once a day,9,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",3,4,6,3,4,3,5,4,7,5,4,5,3.8333333333333335,5,3.4,4.5,2,3,3,4,5,They felt more deliberate because this was a more personal contention between world leaders who should be on the same side going at odds. I wanted to absorb as much detail as possible without being influenced and to be able to form a valid opinion from this. ,6,5,4,5,3,4,No,"I think it's a bit strong in language but i don't think that immediately equates to propaganda, which is a much more intentional attempt to shift or boost opinion.",Yes,No,No,Yes,No,No,Yes,No,,Yes,I found it's ability to critique the article in context intriguing ,Passive,8,,,,,,,,,,,,,,,,,,,333.956,363.644,392.127,2,0,0,1287.613,0,119.676,119.676,121.465,1,5,17.088,121.966,122.997,9,17.088,121.967,122.997,9,
27.07.25 14:46,27.07.25 15:21,IP Address,216.120.189.168,100,2068,TRUE,27.07.25 15:21,R_2MLMNhquieYwkw6,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,66a7af39796ea115d89dca18,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",6,7,2,1,7,6,5,Multiple times a day,9,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",6,7,7,6,6,7,3,4,6,5,5,7,6.5,5,6.2,4.5,6,6,6,6,7,The article addresses the possibility of the Ukrainian Government not wanting to end. This is new as Russia have been the aggressors throughout. It then goes ahead to provide perceived evidence to back up this claim.,5,2,6,4,3,7,Yes,I think it is Propaganda by the Russian government as it tries to put blame for a war started by Russia on the Ukrainian government and Zelensky in particular.,Yes,No,Yes,Yes,Yes,Yes,Yes,No,"The Bot was excellent, driving the conversation well. i will not suggest any improvements.",Yes,It helped me take note of instances of propaganda in the article.,Promoter,10,,,41.022,306.476,307.632,3,332.013,676.403,690.158,2,,,,,,,,,,,,,,,,,17.289,115.942,117.659,4,7,13.939,176.2,177.663,12,13.939,176.304,177.663,12,
27.07.25 15:25,27.07.25 16:29,IP Address,217.77.28.240,100,3820,TRUE,27.07.25 16:29,R_2uRuoPKEt9N3VYd,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,673a1dcffde7de9c08f6d2e6,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",6,6,2,2,7,6,6,Several times a week,8,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",2,3,3,6,6,5,2,5,3,6,4,6,4.166666666666667,4.333333333333333,6,2.3333333333333335,6,6,6,7,5,"The article presented serious political claims and accusations regarding the president, which required careful consideration.",2,1,6,2,1,2,Yes,It contains propagandistic element,Yes,No,Yes,Yes,Yes,No,Yes,No,Make it more interactive,Yes,it will with critical thinking,Passive,8,no,,,,,,,,,,,,,,,,,,120.816,240.491,253.808,19,0,0,2774.742,0,21.726,33.795,47.742,6,4,11.697,181.728,182.272,26,11.696,181.727,182.271,26,
27.07.25 16:44,27.07.25 17:29,IP Address,197.185.147.5,100,2712,TRUE,27.07.25 17:29,R_8fzSlsC9SU8phHH,,,,,-25.757,28.1443,anonymous,EN,I agree and I want to participate,60b6245e249c0b94ab54dd2e,Desktop,Other,English,25 to 44,Female,"Some college/university, no degree",South Africa,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,7,2,3,7,6,4,Once a month,7,"social media platforms (e.g. Facebook, Twitter, Telegram)",7,6,6,6,2,5,3,6,2,6,6,6,5.333333333333333,4.833333333333333,3.6,5.666666666666667,3,3,2,4,6,My thoughts were delibarate as I was reading because the information given is straight foward and i was interested in the topic at hand. ,6,7,2,6,6,7,No,"I don't think this is false information used to gain traction for different things. I believe this is true, and it is written to educate others around the world who do not know what is happening in the world.",No,No,No,No,No,No,Yes,Yes,"The answers it brings are too long , If it can simplify them it would be better. But the app is great.",Yes,The relevant information from my responses was returned well. It oays attention to detail.,Passive,8,,,0,0,454.345,0,0,0,794.383,0,,,,,,,,,,,,,,,,,0,0,209.663,0,4,9.812,180.344,313.135,10,9.813,180.344,313.135,10,
27.07.25 17:30,27.07.25 18:33,IP Address,216.120.189.65,100,3763,TRUE,27.07.25 18:33,R_2jMKkg2Hl2LRtjr,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,672755dd32af0473ffc21dd9,Desktop,Other,English,18 to 24,Female,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",4,5,4,5,5,6,7,Once a week,10,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",6,7,4,2,1,3,6,4,4,6,5,6,3.8333333333333335,5.166666666666667,4.8,5.5,5,5,4,3,7,I was only trying to be careful enough so I do not make any mistake if at all I am to describe or summarise all I have read.,6,6,3,6,6,6,No,I do believe non e of the passage is propagandistic in anyform,No,No,No,No,No,No,No,No,I think it is perfect,No,I think how easy it is to use and understand ,Promoter,9,No. thank you,,,,,,,,,,22.152,27.069,665.774,3,0,0,1366.612,0,,,,,,,,,0,0,351.372,0,6,2.525,82.106,82.869,13,2.525,82.107,82.87,13,
