StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1,prolific_id,devices,education,first_language,age,gender,education_level,country_of_residence,occupation,Q4.8,need_for_cognition_complex_problems,need_for_cognition_thinking_responsibility,need_for_cognition_thinking_not_fun,need_for_cognition_avoid_challenge,need_for_cognition_enjoy_problem_solving,need_for_cognition_prefer_intellectual_difficult,political_leaning,news_reading_frequency,news_media_trust,news_sources,thinkingmode_quickskim_slowcarefulread,thinkingmode_absorbingseveral_focusingone,thinkingmode_spontaneous_deliberate,thinkingmode_easy_automatic_significanteffort,thinkingmode_connections_rules,thinkingmode_initialimpressions_regularlyupdating,newseval_knowledgebefore,newseval_accuracy,newseval_bias,newseval_informative,newseval_believable_trust,newseval_clear_wellwritten,thinkingmode_mean,newseval_mean,post_intervention_thinkingmode_mean,post_intervention_newseval_mean,post_intervention_thinkingmode_quickskim_slowcarefulread,post_intervention_thinkingmode_absorbingseveral_focusingone,post_intervention_thinkingmode_spontaneous_deliberate,post_intervention_thinkingmode_easy_automatic_significanteffort,post_intervention_thinkingmode_connections_rules,post_intervention_why_you_felt_like_this,post_intervention_newseval_knowledgebefore,post_intervention_newseval_accuracy,post_intervention_newseval_bias,post_intervention_newseval_informative,post_intervention_newseval_believable_trust,post_intervention_newseval_clear_wellwritten,is_propaganda_general,why_propaganda,is_propaganda_1,is_propaganda_2,is_propaganda_3,is_propaganda_4,is_propaganda_5,is_propaganda_6,is_propaganda_7,is_propaganda_8,tool_improvement_suggestions,tool_awareness_propaganda,tool_most_helpful,NPS.5_NPS_GROUP,nps_score,tool_other_feedback,Q7.5,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,Q392_First Click,Q392_Last Click,Q392_Page Submit,Q392_Click Count,Q371_First Click,Q371_Last Click,Q371_Page Submit,Q371_Click Count,Q393_First Click,Q393_Last Click,Q393_Page Submit,Q393_Click Count,Q382_First Click,Q382_Last Click,Q382_Page Submit,Q382_Click Count,Q2_First Click.1,Q2_Last Click.1,Q2_Page Submit.1,Q2_Click Count.1,Q3_1.1,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,PROLIFIC_PID
2025-07-15 20:28:08,2025-07-15 20:56:27,IP Address,158.120.202.41,100,1699,True,2025-07-15 20:56:28,R_6mqMb22sLdINgEt,,,,,34.7659,-88.5267,anonymous,EN,I agree and I want to participate,67758b914f06b14a31669644,Desktop,Other,English,25 to 44,Female,"Some college/university, no degree",United States,"Clerical Support Workers – office and admin tasks (e.g. receptionist, data entry clerk, office assistant)","Yes, I will",5,5,1,1,5,5,7,Several times a week,8,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",7,7,7,7,7,7,1,4,6,3,3,3,7.0,3.3333333333333335,7.0,3.6666666666666665,7,7,7,7,7,Because I had to think carefully about ehat the article was trying to say and if it was being fair or just trying to blame one side,1,4,4,5,3,5,Yes,It feels like propaganda because it blames ukraine without showing both sides. Saying Zelensky is playing games and fears elections sounds one sided and meant to make him look bad,Yes,No,Yes,Yes,Yes,Yes,Yes,No,none,Yes,it helped with exact information so i could form my opinion,Promoter,10,no,,8.053,65.486,125.75,5,0,0,940.837,0,,,,,,,,,,,,,7.482,93.085,100.284,3,7,37.169,146.973,149.848,9,37.169,146.973,149.848,9,
2025-07-15 20:28:44,2025-07-15 21:17:21,IP Address,85.255.234.118,100,2916,True,2025-07-15 21:17:21,R_8nOQ5p0n3qsXqrn,,,,,51.4964,-0.1224,anonymous,EN,I agree and I want to participate,66f2e478619ff9c3df3385ad,Desktop,Other,English,25 to 44,Female,Bachelor's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",7,7,2,1,6,6,3,Several times a week,10,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram)",6,7,3,2,1,6,2,4,5,7,6,7,4.166666666666667,5.166666666666667,5.0,5.833333333333333,7,7,1,4,6,It was slightly mentally exhausting. ,5,5,6,7,5,7,Yes,It was biased and exaggerated. ,Yes,No,Yes,Yes,Yes,Yes,Yes,No,none,Yes,The conversation was fun and it made me want to go on. The information was also accurate.,Promoter,10,Its fun.,,,,,,,,,,,,,,,,,,1009.597,1009.597,1067.689,1,36.423,57.59,143.978,3,7,6.62,83.671,85.532,10,6.62,83.671,85.532,10,
2025-07-15 21:02:10,2025-07-15 21:53:19,IP Address,96.51.138.54,100,3069,True,2025-07-15 21:53:20,R_6kOfLU4O8sFoqPx,,,,,51.0605,-114.1102,anonymous,EN,I agree and I want to participate,6734346ca8e90c2da6fb4509,Desktop,Other,English,18 to 24,Male,Associate degree,Canada,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,5,3,3,5,6,3,Once a month,10,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",5,3,3,5,3,3,1,4,5,5,6,5,3.6666666666666665,4.333333333333333,3.6,4.333333333333333,3,4,3,3,5,I would say they felt a bit more deliberate because of the type of information being presented. I already have somewhat of an Idea or Opinion on certain issues and ideas making it a bit easier to make deliberate observations right away.  ,3,4,5,5,4,5,Yes,Because the way the information given leaves out important details or mis portrays the situation ,Yes,Yes,No,Yes,No,Yes,Yes,No,Making each question response more different to get different conversational dialogue ,Yes,The tool was pretty non bias and used critical thinking to provide an informed approach to reasoning about the scenario discussed which i found helpful.  ,Detractor,6,No! ,,,,,,,,,,0,0,360.59,0,0,0,1936.968,0,,,,,0,0,88.39,0,4,1.931,185.737,189.094,28,1.929,185.735,189.092,28,
2025-07-15 21:18:24,2025-07-15 21:54:49,IP Address,78.146.16.65,100,2185,True,2025-07-15 21:54:50,R_8nN5yKKK4Rmllvk,,,,,53.3198,-3.5035,anonymous,EN,I agree and I want to participate,5f84e472052cf81ae5752252,Desktop,Other,English,25 to 44,Female,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",4,5,2,3,5,3,2,Several times a week,11,online news websites,7,2,6,5,6,6,1,1,7,2,1,1,5.333333333333333,2.1666666666666665,4.6,1.8333333333333333,2,3,6,6,6,I was trying to be very methodical and deliberate with my reading and understanding,1,2,4,2,1,1,Yes,it seemed to be too heavy in the favour of the russian,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,less repetitive statements,No,not much,Detractor,1,,,7.71,226.156,227.365,7,424.229,593.424,594.22,2,,,,,,,,,,,,,52.544,52.544,53.622,1,7,3.586,41.542,42.564,12,3.586,41.542,42.564,12,
2025-07-16 18:52:16,2025-07-16 19:29:03,IP Address,99.239.155.14,100,2206,True,2025-07-16 19:29:03,R_6ysgOlSg9h9Bjjz,,,,,43.6882,-79.4539,anonymous,EN,I agree and I want to participate,6501b789e3ddbc0a0b79b925,Desktop,Other,English,18 to 24,Male,Bachelor's degree,Canada,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",6,5,3,5,4,5,2,Several times a week,10,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram)",4,3,6,5,4,5,5,5,6,5,5,6,4.5,5.333333333333333,4.2,5.333333333333333,3,4,5,4,5,I paid close attention to everything and took it all into account. My thoughts felt more deliberate as I already have strong opinions on this topic.,6,5,6,5,5,5,Yes,The article frames Zelensky as the antagonist in the conflicg,Yes,No,Yes,Yes,Yes,Yes,Yes,No,It could generate responses a little faster,Yes,The depth and intelligence it provided in each of its responses,Passive,8,,,0,0,199.196,0,0,0,1476.127,0,,,,,,,,,,,,,0,0,100.794,0,5,2.307,66.256,67.229,10,2.307,66.256,67.229,10,
2025-07-16 21:40:02,2025-07-16 23:11:04,IP Address,137.186.43.194,100,5461,True,2025-07-16 23:11:05,R_5s7lYP0pE6ur05R,,,,,53.4609,-113.3714,anonymous,EN,I agree and I want to participate,66cbcdaf3350098f1bcdcf1c,Desktop,Other,English,25 to 44,Male,High school diploma or equivalent,Canada,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,7,2,3,6,5,2,Several times a week,9,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",6,2,5,2,3,1,5,3,7,4,5,3,3.1666666666666665,4.5,3.4,4.5,6,3,3,2,3,"It's tough to note how my thoughts felt more spontaneous than deliberate, but in essence I feel I am open-minded when it comes to issues like this, and even through the lens a of Russian diplomat, I was curious to see what they had to say about Ukraine.
I certainly came in with my own understanding and bias towards the situation, so my thoughts weren't completely spontaneous. I don't view Russia in a favourable light, so in some way I was unlikely to be convinced of Ukraine being the evil warmonger here.",6,4,5,5,3,4,Yes,"The article seems to state opinions as fact. The opening line not being told in quotations is a red flag for me, as in that way it presents that statement as something true. So that already tips me off into thinking it has a propaganda or political leaning.

It also seems to spend time on that point, that Zelensky is not a suitable leader, without providing any real basis for this accusation, other than Ukraine isn't pushing for peace. With context, we know Russia is the aggressor, so to say the defending nation doesn't want peace is ridiculous.",Yes,Yes,No,No,Yes,No,No,No,"I will say, I was having some issues with the tool. I may have spoke for too long at one point, because the tool wasn't able to process my audio after I waited for 10-15 minutes for it to process my audio and respond. I then tried to keep my answers short and it worked better, but I would like for it to be open to longer audio pieces, as it can be hard to express your thoughts in 30 second - one minute.",Yes,"I really liked that it was supportive of my opinions in a way that felt neutral, as in it encouraged me to have those kind of critical thoughts. I realize that could be used in a immoral way, but as long as what it is promoting is critical thinking and discussion, then I am all for it. As with any AI, it was also very helpful in summarizing the article and identify key points to discuss. It's very easy to only focus on the major points in an article and avoid the nuance, so this tool was helpful in breaking down all the important points.",Promoter,9,"This was a very fun study! My only issue was that the tool had issues with my longer audio takes. At one point, the page refreshed and I had to start all over again for the audio portion of the study, which was a little frustrating. I tried to be as detailed as possible and pay as much attention as possible, but that took the wind out of my sails a bit and then I felt a bit rushed.

Other than that, it was a fantastic tool, and I can see it providing benefits to the general populace. Sometimes, you just need a neutral party to bounce ideas off of, and this kind of tool could be useful in that way, to aid in critical thinking. My only concern would be an AI like this that had an immoral agenda.",,,,,,,,,,294.677,294.677,300.876,1,47.768,575.598,1119.553,2,,,,,0,0,66.502,0,6,7.174,236.133,236.735,15,7.174,236.133,236.735,15,
2025-07-16 23:36:50,2025-07-17 00:27:52,IP Address,82.16.234.144,100,3061,True,2025-07-17 00:27:52,R_8KeF8PspAah9w2e,,,,,51.6013,-0.2636,anonymous,EN,I agree and I want to participate,677c4ec6bf1d6e16cf3d3055,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",5,5,2,3,6,5,3,Multiple times a day,11,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",6,3,3,3,2,5,3,3,7,2,3,5,3.6666666666666665,3.8333333333333335,2.8,4.5,3,4,2,2,3,Knowing the article was about the Russian response to Ukraine I knew it was not to be trusted and I can dismiss their rhetoric. ,5,5,2,5,5,5,No,"It just reporting what the Russian diplomat, it doesn't really try to support it but also it doesn't suggest he is lying either. Although thinking about it now, the fact they don't challenge the claims it could be seen as promoting Russian propaganda ",Yes,No,No,Yes,Yes,Yes,Yes,No,Maybe allow the user to ask questions and maybe not to repeat the same point,Yes,"It can help provide information which could counter what was said in the article, to prove that what was written wasn't totally true or exaggerated. It can help a person determine if an article is telling the truth and help form a more objective viewpoint ",Passive,7,no,,9.76,292.363,312.947,5,0,0,1858.791,0,,,,,,,,,,,,,0,0,93.41,0,6,1.961,199.829,204.259,17,1.961,199.829,204.259,17,
2025-07-17 10:01:39,2025-07-17 11:12:52,IP Address,94.131.31.148,100,4272,True,2025-07-17 11:12:52,R_2etuiTmyq5eIA0X,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,678b5e48c933281b1ffe0e0b,Desktop,Other,English,25 to 44,Male,Bachelor's degree,United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",5,3,4,6,7,7,4,Once a day,11,"traditional media (e.g. newspapers, TV news channels)",3,2,4,4,1,7,2,6,7,7,7,7,3.5,6.0,4.6,5.5,1,1,7,7,7,I have had interest in the events before now and actively following it up on the news,7,6,2,6,6,6,No,I  have the k,No,No,No,No,No,No,No,No,Its all good from my end... but will advice there should be a mechanism for continuation in case of connection issues,Yes,help in dissecting the topic,Promoter,10,,,,,,,,,,,,,,,,,,,1.633,569.152,629.997,4,0,0,118.243,0,1,2.443,31.395,32.929,9,2.444,31.395,32.929,9,
2025-07-17 11:24:31,2025-07-17 11:57:09,IP Address,216.120.189.152,100,1958,True,2025-07-17 11:57:09,R_8N6tOYtnS2sx5Jv,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,6752dee37db379c454e9b066,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",4,4,4,4,4,4,5,Multiple times a day,11,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",6,3,7,6,6,7,5,4,6,6,7,7,5.833333333333333,5.833333333333333,5.4,5.666666666666667,2,6,6,7,6,The articles had propaganda undertones. This demanded that I read carefully and deliberately in order to have objective opinions on the subjects.,6,5,7,6,5,5,Yes,The onesidedness of the article.,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,,Detractor,0,,,4.553,101.634,448.948,9,171.426,553.77,555.385,5,,,,,,,,,,,,,113.39,113.39,137.636,1,6,2.81,106.918,108.803,14,2.811,106.918,108.803,14,
2025-07-17 12:06:47,2025-07-17 12:53:04,IP Address,197.184.65.182,100,2777,True,2025-07-17 12:53:05,R_8O08giw0pCVoV53,,,,,-26.2309,28.0583,anonymous,EN,I agree and I want to participate,60719da557d8241609b26e83,Desktop,Other,English,25 to 44,Female,Master's degree,South Africa,"Managers – people who plan and direct the work of others (e.g. department head, project manager, store manager)","Yes, I will",6,6,3,3,6,6,4,Once a week,10,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",4,5,3,3,4,6,2,4,4,6,6,6,4.166666666666667,4.666666666666667,5.0,4.5,3,6,5,6,5,"As it was not a familiar topic, I analyzed what I understood from the article and then applied my mind. I also used my values to align with the article",2,5,4,6,5,5,Yes,It seems bias or one sided.,Yes,Yes,No,Yes,No,Yes,Yes,No,,Yes,The fact that the AI summarized a bit and the voice chat is a game changer.,Promoter,9,,,,,,,,,,,0,0,778.245,0,0,0,713.559,0,,,,,0,0,23.734,0,4,4.779,132.114,132.99,10,4.779,132.114,132.99,10,
2025-07-17 12:55:53,2025-07-17 13:27:03,IP Address,82.9.108.53,100,1870,True,2025-07-17 13:27:04,R_8onjRBhpBQr4w6B,,,,,51.4801,-3.1855,anonymous,EN,I agree and I want to participate,5a9c41f2dbdb470001eeef9c,Desktop,Other,English,45 to 64,Female,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",6,6,1,1,7,7,2,Multiple times a day,10,"traditional media (e.g. newspapers, TV news channels),online news websites",6,2,6,3,4,3,5,5,5,7,6,6,4.0,5.666666666666667,2.4,4.166666666666667,2,2,1,5,2,"I was familiar with this news story already and had read several articles which challenged the claims by Putin and Trump at the time. This meant that instead of having to focus carefully on all the details, my thoughts were remembering what I already knew and applying them to the article that I was reading.",6,2,7,3,2,5,Yes,"There are no alternative viewpoints given, or attempts to present a more balanced opinion. We only hear from the Russian side, and no-one on behalf of the Ukrainian government. There is no challenge to the emotive claim that Zelensky is a dictator and US President Trump is quoted in a way that supports this stance.",Yes,No,Yes,Yes,Yes,Yes,Yes,No,It was quite repetitive and seemed to repeat the same questions but using slightly different wording.,No,I think its argument that by simplifying something you may lose the nuance and complexity of the issue and only see one side.,Detractor,2,,,,,,,,,,,,,,,,,,,213.788,213.788,223.411,1,0,0,73.501,0,6,2.53,168.845,170.658,11,2.53,168.845,170.658,11,
2025-07-17 13:30:09,2025-07-17 14:01:11,IP Address,91.190.188.158,100,1861,True,2025-07-17 14:01:12,R_2dcXGoitPNR7nXQ,,,,,51.4964,-0.1224,anonymous,EN,I agree and I want to participate,66598d6e838231ffe9e1613b,Desktop,Other,English,25 to 44,Female,Bachelor's degree,United Kingdom,"Service & Sales Workers – customer-facing roles (e.g. retail salesperson, waiter/waitress, hairdresser)","Yes, I will",4,1,4,1,7,4,4,Several times a week,9,"social media platforms (e.g. Facebook, Twitter, Telegram)",7,7,4,1,7,1,4,7,4,7,4,7,4.5,5.5,3.4,4.5,7,1,7,1,1,I felt this way because it felt more natural without much effort and was unplanned,1,7,4,7,1,7,Yes,I think so because of it seems mostly to promote a political cause or a point of view,Yes,Yes,Yes,No,Yes,No,Yes,No,none,Yes,Not much,Promoter,10,,,81.035,161.058,178.364,14,513.068,549.862,550.555,10,,,,,,,,,,,,,0,0,43.793,0,7,33.674,144.394,145.266,13,33.674,144.394,145.266,13,
2025-07-17 14:05:59,2025-07-17 14:37:06,IP Address,79.78.232.115,100,1866,True,2025-07-17 14:37:07,R_8PRUdMIQCGNvLLw,,,,,52.455,-1.8641,anonymous,EN,I agree and I want to participate,65031d5ca9f619d9e0412f0a,Desktop,Other,English,18 to 24,Male,"Some college/university, no degree",United Kingdom,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",3,4,2,3,6,5,3,Once a week,10,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram)",6,3,5,6,4,5,5,4,5,4,4,5,4.833333333333333,4.5,3.8,3.8333333333333335,4,3,4,4,4,"The discussion of the War in Ukraine is very complex, the article seemed biased towards being dramatic and not providing context behind motives, this allows readers to create their own narrative in their heads which is exaggerated of what is actually going on, Also an example of misleading is The use of many statistics, this is a form of propraganda to seem informative and non bias when in reality they are using it as a fasade to persuade you into believeing the narrative they are trying to portray",4,3,5,4,3,4,,,Yes,,Yes,Yes,,Yes,Yes,,"none, everything seemed fine",Yes,"They highlighted how missing key information in the news article is a form of propaganda, as it doesnt paint the full picture, this creates inaccurate perspectives.",Passive,8,,,,,,,,,,,147.468,156.232,157.307,2,566.131,1035.892,1050.584,12,,,,,17.926,17.926,19.475,1,2,23.86,60.337,62.278,10,23.86,60.336,62.277,10,
2025-07-17 14:41:23,2025-07-17 15:19:01,IP Address,41.150.34.20,100,2258,True,2025-07-17 15:19:01,R_2hNgTg4XY7Km16B,,,,,-26.2309,28.0583,anonymous,EN,I agree and I want to participate,5fd3789cee06d705f5e783cc,Desktop,Other,English,25 to 44,Female,Master's degree,South Africa,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",5,5,2,2,7,7,1,Several times a week,9,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",3,4,4,2,3,1,4,4,4,5,4,3,2.8333333333333335,4.0,2.6,6.166666666666667,6,2,2,2,1,I believe the arguments that were posed in the article were coherent and there was flow as to why the war between Russia and Ukraine is still prevailing even to date.,6,7,4,7,6,7,No,There are currently issues with Trump and Zelensky after the Ukranian president refused to agree on matters pertaining peace between Russia and Ukrain.,No,No,No,Yes,Yes,No,No,No,None so far. ,Yes,The voice note part of the tool was beneficial as it explains information and debates in detail.,Passive,8,No.,,,,,,,,,,,,,,,,,,0,0,537.496,0,0,0,112.564,0,3,2.3,170.377,170.962,17,2.3,170.377,170.961,17,
2025-07-23 12:54:14,2025-07-23 13:37:07,IP Address,217.138.216.165,100,2572,True,2025-07-23 13:37:07,R_8PdCC87DC842ovx,,,,,52.5196,13.4069,anonymous,EN,I agree and I want to participate,6516d39e9eea4ed892cbb5b7,Desktop,Other,English,25 to 44,Non-binary,Master's degree,Germany,"Technicians & Associate Professionals – support roles requiring specialized training (e.g. lab technician, paralegal, IT support)","Yes, I will",6,6,2,5,7,6,2,Once a day,10,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram),news apps",6,3,4,3,4,4,6,1,7,2,2,4,4.0,3.6666666666666665,3.8,3.1666666666666665,3,5,4,4,3,"The article wouldn't load, so I couldn't read it. It's better to provide the plaintext as well like the last article, but I think I did this study before & it was about Ukraine. I was thinking spontaneously about some things & deliberately about others",4,2,7,2,1,3,Yes,"there's only consideration of Russia's view. it's well-known that Russia is trying to take over large parts of Ukraine & that their ""vision of peace"" is not one that would be amenable to the Ukranian people. also the note aabout there not being an election is ridiculous, considering the active war going on there & the millions of Ukranian refugees who had to flee the country as a result. also it's weird that they have some typos, and RT is known for being extremely propagandistic on this matter",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"the inability to see the transcript as it's happening & adjust it is not great, since there's a possibility that one misspeaks or something. the bot started to repeat itself, was overly verbose, and overly complimentary, I found. it way over-explained things I already knew, which doesn't help convince people of anything. the questions were also quite unclear at times, and instead of just clarifying the question when asked, it then launched into a diatribe. it felt a bit like talking to someone who just likes the sound of their own voice",Yes,maybe the information about specific techniques used at different points in the article,Detractor,0,"not the tool itself. but the news articles didn't load when they were first shown. I don't know why they're images rather than text, anyway, and that seems to introduce technical issues. the first was okay because it was shown in plantext after, but the second made me give ratings before it showed it again (the second time it worked) when asking about specific sentences / phrases that were propagandistic",,,,,,,,,,210.474,210.474,278.652,1,0,0,912.195,0,,,,,0,0,4.754,0,2,1.43,216.334,220.053,14,1.43,216.334,220.053,14,
2025-07-24 17:07:47,2025-07-24 17:32:15,IP Address,86.143.208.21,100,1468,True,2025-07-24 17:32:16,R_8cRGNWIazOZvmoL,,,,,51.0178,-4.2032,anonymous,EN,I agree and I want to participate,5d35989e71b4880017d5cc81,Desktop,Other,English,25 to 44,Female,Bachelor's degree,United Kingdom,"Service & Sales Workers – customer-facing roles (e.g. retail salesperson, waiter/waitress, hairdresser)","Yes, I will",4,4,2,3,6,5,3,Rarely,7,"online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",7,3,6,5,1,6,2,3,6,3,2,5,4.666666666666667,3.5,3.8,3.3333333333333335,2,5,2,5,5,"I would say both deliberate and spontaneous, but more the former than the latter. I try to think carefully and consider the article's information alongside previous information I have about the conflict between Russia and Ukraine, rather than be fully led by the article itself.",3,3,5,3,2,4,Yes,"I feel that anything with such a strong political affiliation towards or against something could be considered propagandistic, and this article definitely has a very strong opinion against Zelensky",Yes,No,Yes,Yes,Yes,No,Yes,No,N/a,No,I liked having a conversation with it,Detractor,6,,,3.467,256.196,261.425,7,34.692,668.002,673.943,5,,,,,,,,,,,,,15.129,57.195,87.129,5,6,1.045,106.543,107.681,14,1.045,106.543,107.681,14,
2025-07-24 19:13:53,2025-07-24 20:01:11,IP Address,104.200.204.90,100,2838,True,2025-07-24 20:01:12,R_6woWL1Ht2IV0Exy,,,,,38.4319,-120.5719,anonymous,EN,I agree and I want to participate,671498899f67df85f33ea053,Desktop,Other,English,45 to 64,Female,"Some college/university, no degree",United States,,"Yes, I will",6,5,1,1,6,6,2,Multiple times a day,10,"traditional media (e.g. newspapers, TV news channels),news apps",7,5,6,6,2,6,6,2,7,4,3,2,5.333333333333333,4.0,2.6,4.0,2,5,2,2,2,I felt this way because the article's propaganda inflamed my anger. I knew I was just reacting to the arguments that Zelensky is avoiding peace talks in order to stay in power. My thoughts were coming too quickly and angrily to be considered deliberate.,6,1,7,4,1,5,Yes,"The headline is inflammatory. By accusing Zelensky of playing games it trivializes the fight going on between Russia and the Ukraine. The diplomat is accusing Zelensky, without evidence, of being a dictator because Zelensky is following Ukraine's constitution by not holding elections during a time of martial law. Instead of pointing out that this is a Ukrainian constitutional matter, the article frames Zelensky as simply refusing to hold elections.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,None. The tool was quite comprehensive and systematic.,Yes,The tool pointed out that the information in the article was emotionally inflammatory.,Passive,8,,,,,,,,,,,0,0,248.519,0,0,0,1732.761,0,,,,,0,0,85.901,0,5,3.185,236.351,239.003,10,3.185,236.351,239.004,10,
2025-07-24 20:09:49,2025-07-24 20:34:01,IP Address,5.66.38.250,100,1451,True,2025-07-24 20:34:02,R_2IFZhLpBhiMe9YJ,,,,,50.7321,-3.53,anonymous,EN,I agree and I want to participate,5e7897841fc50b000c787b94,Desktop,Other,English,25 to 44,Female,Bachelor's degree,United Kingdom,"Craft & Related Trades Workers – hands-on skilled trades (e.g. carpenter, plumber, electrician)","Yes, I will",2,2,6,6,2,2,2,Once a month,8,"traditional media (e.g. newspapers, TV news channels),online news websites,social media platforms (e.g. Facebook, Twitter, Telegram)",5,5,6,6,4,5,3,4,4,4,5,4,5.166666666666667,4.0,3.6,4.833333333333333,2,3,3,5,5,"this article Was semi interesting to me, and I enjoyed it more than the first article shown, so I found myself giving it more attention and consideration. I enjoyed learning and considering the authors views on the Russia Ukraine war.",4,5,5,5,4,6,,,Yes,No,Yes,Yes,Yes,No,Yes,No,"I didn't like that when I clicked record it played the AI dialogue a second time (this is why it says ""thank you"" on a few of my messages because I tried to turn off the audio playing and instead submitted my answer too early",No,"Actually nothing, I didn't find it very factual, it just seemed to repeat vague things from the article",Detractor,1,no,,0,0,204.973,0,0,0,719.46,0,,,,,,,,,,,,,0,0,91.608,0,6,22.673,48.688,50.011,8,22.674,48.688,50.011,8,
2025-07-24 17:33:36,2025-07-24 20:45:51,IP Address,216.120.189.132,100,11535,True,2025-07-24 20:45:51,R_2Ie66wkshUTA4Jb,,,,,51.5081,-0.1278,anonymous,EN,I agree and I want to participate,634688daf4776ef459edf673,Desktop,Other,English,25 to 44,Male,Master's degree,United Kingdom,"Professionals – highly-skilled, degree-level work (e.g. doctor, lawyer, engineer, teacher, accountant)","Yes, I will",6,6,1,1,7,4,1,Several times a week,10,"traditional media (e.g. newspapers, TV news channels),social media platforms (e.g. Facebook, Twitter, Telegram)",7,7,3,2,6,7,3,6,3,7,7,7,5.333333333333333,5.5,5.6,5.0,6,4,7,7,4,"While reading the article, my thoughts felt more concerned than hopeful. The article highlighted the rising challenges migrants face due to stricter border control policies in the EU, which made me reflect on the humanitarian consequences of such policies. For instance, the description of overcrowded detention camps and limited access to legal assistance evoked a sense of injustice. Additionally, emotionally charged language like ""legal apartheid"" added weight to the article’s critical tone, reinforcing a feeling of urgency rather than optimism. These examples made me think deeply about the ethical implications of current migration frameworks.",2,6,4,6,6,6,No,"Zelensky is playing games instead of negotiating is a typical example of Russian diplomatic rhetoric aimed at shifting blame for the ongoing conflict. Historically, Ukraine has expressed willingness to negotiate, especially in the early phases of the war. However, after repeated breaches of ceasefire agreements, annexation of Ukrainian territories, and alleged war crimes by Russian forces, Kyiv’s trust in Moscow's intentions has eroded significantly.

From Ukraine's perspective, negotiating without guarantees could be seen as legitimizing occupation. Meanwhile, Russia often uses negotiation claims to portray itself as reasonable while continuing military pressure. So, the issue isn’t just disi",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"not at al. However, to improve the tool, I would suggest adding more real-world media examples—both historical and recent—so users can better connect the techniques to actual headlines or stories.",Yes,The most helpful part was how the tool provided side-by-side examples of propaganda techniques and neutral reporting. This contrast made it easier to understand how language or framing can influence perception. I also appreciated the checklist that helps evaluate the credibility and bias of a source.,Passive,7,not at al,,,,,,,,,,,,,,,,,,179.536,337.95,361.041,17,17.867,18.353,18.757,2,7,4.001,355.361,373.806,55,4.002,355.361,373.806,55,
